'=Observacion	Vista_exterior	Temperatura	Humedad	Viento	*Jugar_tenis
1148	3	2	1	2	0
1149	1	1	1	1	0
1150	1	1	1	2	0
1151	2	1	1	1	1
1152	3	2	1	1	1
1153	3	3	2	1	1
1154	3	3	2	2	0
1155	2	3	2	2	1
1156	1	2	1	1	0
1157	1	3	2	1	1
1158	3	2	2	1	1
1159	1	2	2	2	1
1160	2	2	1	2	1
1161	2	1	2	1	1
1162	3	2	1	2	0
1163	1	1	1	1	0
1164	1	1	1	2	0
1165	2	1	1	1	1
1166	3	2	1	1	1
1167	3	3	2	1	1
1168	3	3	2	2	0
1169	2	3	2	2	1
1170	1	2	1	1	0
1171	1	3	2	1	1
1172	3	2	2	1	1
1173	1	2	2	2	1
1174	2	2	1	2	1
1175	2	1	2	1	1
1176	3	2	1	2	0
1177	1	1	1	1	0
1178	1	1	1	2	0
1179	2	1	1	1	1
1180	3	2	1	1	1
1181	3	3	2	1	1
1182	3	3	2	2	0
1183	2	3	2	2	1
1184	1	2	1	1	0
1185	1	3	2	1	1
1186	3	2	2	1	1
1187	1	2	2	2	1
1188	2	2	1	2	1
1189	2	1	2	1	1
1190	3	2	1	2	0
1191	1	1	1	1	0
1192	1	1	1	2	0
1193	2	1	1	1	1
1194	3	2	1	1	1
1195	3	3	2	1	1
1196	3	3	2	2	0
1197	2	3	2	2	1
1198	1	2	1	1	0
1199	1	3	2	1	1
1200	3	2	2	1	1
1201	1	2	2	2	1
1202	2	2	1	2	1
1203	2	1	2	1	1
1204	3	2	1	2	0
1205	1	1	1	1	0
1206	1	1	1	2	0
1207	2	1	1	1	1
1208	3	2	1	1	1
1209	3	3	2	1	1
1210	3	3	2	2	0
1211	2	3	2	2	1
1212	1	2	1	1	0
1213	1	3	2	1	1
1214	3	2	2	1	1
1215	1	2	2	2	1
1216	2	2	1	2	1
1217	2	1	2	1	1
1218	3	2	1	2	0
1219	1	1	1	1	0
1220	1	1	1	2	0
1221	2	1	1	1	1
1222	3	2	1	1	1
1223	3	3	2	1	1
1224	3	3	2	2	0
1225	2	3	2	2	1
1226	1	2	1	1	0
1227	1	3	2	1	1
1228	3	2	2	1	1
1229	1	2	2	2	1
1230	2	2	1	2	1
1231	2	1	2	1	1
1232	3	2	1	2	0
1233	1	1	1	1	0
1234	1	1	1	2	0
1235	2	1	1	1	1
1236	3	2	1	1	1
1237	3	3	2	1	1
1238	3	3	2	2	0
1239	2	3	2	2	1
1240	1	2	1	1	0
1241	1	3	2	1	1
1242	3	2	2	1	1
1243	1	2	2	2	1
1244	2	2	1	2	1
1245	2	1	2	1	1
1246	3	2	1	2	0
1247	1	1	1	1	0
1248	1	1	1	2	0
1249	2	1	1	1	1
1250	3	2	1	1	1
1251	3	3	2	1	1
1252	3	3	2	2	0
1253	2	3	2	2	1
1254	1	2	1	1	0
1255	1	3	2	1	1
1256	3	2	2	1	1
1257	1	2	2	2	1
1258	2	2	1	2	1
1259	2	1	2	1	1
1260	3	2	1	2	0
1261	1	1	1	1	0
1262	1	1	1	2	0
1263	2	1	1	1	1
1264	3	2	1	1	1
1265	3	3	2	1	1
1266	3	3	2	2	0
1267	2	3	2	2	1
1268	1	2	1	1	0
1269	1	3	2	1	1
1270	3	2	2	1	1
1271	1	2	2	2	1
1272	2	2	1	2	1
1273	2	1	2	1	1
1274	3	2	1	2	0
1275	1	1	1	1	0
1276	1	1	1	2	0
1277	2	1	1	1	1
1278	3	2	1	1	1
1279	3	3	2	1	1
1280	3	3	2	2	0
1281	2	3	2	2	1
1282	1	2	1	1	0
1283	1	3	2	1	1
1284	3	2	2	1	1
1285	1	2	2	2	1
1286	2	2	1	2	1
1287	2	1	2	1	1
1288	3	2	1	2	0
1289	1	1	1	1	0
1290	1	1	1	2	0
1291	2	1	1	1	1
1292	3	2	1	1	1
1293	3	3	2	1	1
1294	3	3	2	2	0
1295	2	3	2	2	1
1296	1	2	1	1	0
1297	1	3	2	1	1
1298	3	2	2	1	1
1299	1	2	2	2	1
1300	2	2	1	2	1
1301	2	1	2	1	1
1302	3	2	1	2	0
1303	1	1	1	1	0
1304	1	1	1	2	0
1305	2	1	1	1	1
1306	3	2	1	1	1
1307	3	3	2	1	1
1308	3	3	2	2	0
1309	2	3	2	2	1
1310	1	2	1	1	0
1311	1	3	2	1	1
1312	3	2	2	1	1
1313	1	2	2	2	1
1314	2	2	1	2	1
1315	2	1	2	1	1
1316	3	2	1	2	0
1317	1	1	1	1	0
1318	1	1	1	2	0
1319	2	1	1	1	1
1320	3	2	1	1	1
1321	3	3	2	1	1
1322	3	3	2	2	0
1323	2	3	2	2	1
1324	1	2	1	1	0
1325	1	3	2	1	1
1326	3	2	2	1	1
1327	1	2	2	2	1
1328	2	2	1	2	1
1329	2	1	2	1	1
1330	3	2	1	2	0
1331	1	1	1	1	0
1332	1	1	1	2	0
1333	2	1	1	1	1
1334	3	2	1	1	1
1335	3	3	2	1	1
1336	3	3	2	2	0
1337	2	3	2	2	1
1338	1	2	1	1	0
1339	1	3	2	1	1
1340	3	2	2	1	1
1341	1	2	2	2	1
1342	2	2	1	2	1
1343	2	1	2	1	1
1344	3	2	1	2	0
1345	1	1	1	1	0
1346	1	1	1	2	0
1347	2	1	1	1	1
1348	3	2	1	1	1
1349	3	3	2	1	1
1350	3	3	2	2	0
1351	2	3	2	2	1
1352	1	2	1	1	0
1353	1	3	2	1	1
1354	3	2	2	1	1
1355	1	2	2	2	1
1356	2	2	1	2	1
1357	2	1	2	1	1
1358	3	2	1	2	0
1359	1	1	1	1	0
1360	1	1	1	2	0
1361	2	1	1	1	1
1362	3	2	1	1	1
1363	3	3	2	1	1
1364	3	3	2	2	0
1365	2	3	2	2	1
1366	1	2	1	1	0
1367	1	3	2	1	1
1368	3	2	2	1	1
1369	1	2	2	2	1
1370	2	2	1	2	1
1371	2	1	2	1	1
1372	3	2	1	2	0
1373	1	1	1	1	0
1374	1	1	1	2	0
1375	2	1	1	1	1
1376	3	2	1	1	1
1377	3	3	2	1	1
1378	3	3	2	2	0
1379	2	3	2	2	1
1380	1	2	1	1	0
1381	1	3	2	1	1
1382	3	2	2	1	1
1383	1	2	2	2	1
1384	2	2	1	2	1
1385	2	1	2	1	1
1386	3	2	1	2	0
1387	1	1	1	1	0
1388	1	1	1	2	0
1389	2	1	1	1	1
1390	3	2	1	1	1
1391	3	3	2	1	1
1392	3	3	2	2	0
1393	2	3	2	2	1
1394	1	2	1	1	0
1395	1	3	2	1	1
1396	3	2	2	1	1
1397	1	2	2	2	1
1398	2	2	1	2	1
1399	2	1	2	1	1
1400	3	2	1	2	0
1401	1	1	1	1	0
1402	1	1	1	2	0
1403	2	1	1	1	1
1404	3	2	1	1	1
1405	3	3	2	1	1
1406	3	3	2	2	0
1407	2	3	2	2	1
1408	1	2	1	1	0
1409	1	3	2	1	1
1410	3	2	2	1	1
1411	1	2	2	2	1
1412	2	2	1	2	1
1413	2	1	2	1	1
1414	3	2	1	2	0
1415	1	1	1	1	0
1416	1	1	1	2	0
1417	2	1	1	1	1
1418	3	2	1	1	1
1419	3	3	2	1	1
1420	3	3	2	2	0
1421	2	3	2	2	1
1422	1	2	1	1	0
1423	1	3	2	1	1
1424	3	2	2	1	1
1425	1	2	2	2	1
1426	2	2	1	2	1
1427	2	1	2	1	1
1428	3	2	1	2	0
1429	1	1	1	1	0
1430	1	1	1	2	0
1431	2	1	1	1	1
1432	3	2	1	1	1
1433	3	3	2	1	1
1434	3	3	2	2	0
1435	2	3	2	2	1
1436	1	2	1	1	0
1437	1	3	2	1	1
1438	3	2	2	1	1
1439	1	2	2	2	1
1440	2	2	1	2	1
1441	2	1	2	1	1
1442	3	2	1	2	0
1443	1	1	1	1	0
1444	1	1	1	2	0
1445	2	1	1	1	1
1446	3	2	1	1	1
1447	3	3	2	1	1
1448	3	3	2	2	0
1449	2	3	2	2	1
1450	1	2	1	1	0
1451	1	3	2	1	1
1452	3	2	2	1	1
1453	1	2	2	2	1
1454	2	2	1	2	1
1455	2	1	2	1	1
1456	3	2	1	2	0
1457	1	1	1	1	0
1458	1	1	1	2	0
1459	2	1	1	1	1
1460	3	2	1	1	1
1461	3	3	2	1	1
1462	3	3	2	2	0
1463	2	3	2	2	1
1464	1	2	1	1	0
1465	1	3	2	1	1
1466	3	2	2	1	1
1467	1	2	2	2	1
1468	2	2	1	2	1
1469	2	1	2	1	1
1470	3	2	1	2	0
1471	1	1	1	1	0
1472	1	1	1	2	0
1473	2	1	1	1	1
1474	3	2	1	1	1
1475	3	3	2	1	1
1476	3	3	2	2	0
1477	2	3	2	2	1
1478	1	2	1	1	0
1479	1	3	2	1	1
1480	3	2	2	1	1
1481	1	2	2	2	1
1482	2	2	1	2	1
1483	2	1	2	1	1
1484	3	2	1	2	0
1485	1	1	1	1	0
1486	1	1	1	2	0
1487	2	1	1	1	1
1488	3	2	1	1	1
1489	3	3	2	1	1
1490	3	3	2	2	0
1491	2	3	2	2	1
1492	1	2	1	1	0
1493	1	3	2	1	1
1494	3	2	2	1	1
1495	1	2	2	2	1
1496	2	2	1	2	1
1497	2	1	2	1	1
1498	3	2	1	2	0
1499	1	1	1	1	0
1500	1	1	1	2	0
1501	2	1	1	1	1
1502	3	2	1	1	1
1503	3	3	2	1	1
1504	3	3	2	2	0
1505	2	3	2	2	1
1506	1	2	1	1	0
1507	1	3	2	1	1
1508	3	2	2	1	1
1509	1	2	2	2	1
1510	2	2	1	2	1
1511	2	1	2	1	1
1512	3	2	1	2	0
1513	1	1	1	1	0
1514	1	1	1	2	0
1515	2	1	1	1	1
1516	3	2	1	1	1
1517	3	3	2	1	1
1518	3	3	2	2	0
1519	2	3	2	2	1
1520	1	2	1	1	0
1521	1	3	2	1	1
1522	3	2	2	1	1
1523	1	2	2	2	1
1524	2	2	1	2	1
1525	2	1	2	1	1
1526	3	2	1	2	0
1527	1	1	1	1	0
1528	1	1	1	2	0
1529	2	1	1	1	1
1530	3	2	1	1	1
1531	3	3	2	1	1
1532	3	3	2	2	0
1533	2	3	2	2	1
1534	1	2	1	1	0
1535	1	3	2	1	1
1536	3	2	2	1	1
1537	1	2	2	2	1
1538	2	2	1	2	1
1539	2	1	2	1	1
1540	3	2	1	2	0
1541	1	1	1	1	0
1542	1	1	1	2	0
1543	2	1	1	1	1
1544	3	2	1	1	1
1545	3	3	2	1	1
1546	3	3	2	2	0
1547	2	3	2	2	1
1548	1	2	1	1	0
1549	1	3	2	1	1
1550	3	2	2	1	1
1551	1	2	2	2	1
1552	2	2	1	2	1
1553	2	1	2	1	1
1554	3	2	1	2	0
1555	1	1	1	1	0
1556	1	1	1	2	0
1557	2	1	1	1	1
1558	3	2	1	1	1
1559	3	3	2	1	1
1560	3	3	2	2	0
1561	2	3	2	2	1
1562	1	2	1	1	0
1563	1	3	2	1	1
1564	3	2	2	1	1
1565	1	2	2	2	1
1566	2	2	1	2	1
1567	2	1	2	1	1
1568	3	2	1	2	0
1569	1	1	1	1	0
1570	1	1	1	2	0
1571	2	1	1	1	1
1572	3	2	1	1	1
1573	3	3	2	1	1
1574	3	3	2	2	0
1575	2	3	2	2	1
1576	1	2	1	1	0
1577	1	3	2	1	1
1578	3	2	2	1	1
1579	1	2	2	2	1
1580	2	2	1	2	1
1581	2	1	2	1	1
1582	3	2	1	2	0
1583	1	1	1	1	0
1584	1	1	1	2	0
1585	2	1	1	1	1
1586	3	2	1	1	1
1587	3	3	2	1	1
1588	3	3	2	2	0
1589	2	3	2	2	1
1590	1	2	1	1	0
1591	1	3	2	1	1
1592	3	2	2	1	1
1593	1	2	2	2	1
1594	2	2	1	2	1
1595	2	1	2	1	1
1596	3	2	1	2	0
1597	1	1	1	1	0
1598	1	1	1	2	0
1599	2	1	1	1	1
1600	3	2	1	1	1
1601	3	3	2	1	1
1602	3	3	2	2	0
1603	2	3	2	2	1
1604	1	2	1	1	0
1605	1	3	2	1	1
1606	3	2	2	1	1
1607	1	2	2	2	1
1608	2	2	1	2	1
1609	2	1	2	1	1
1610	3	2	1	2	0
1611	1	1	1	1	0
1612	1	1	1	2	0
1613	2	1	1	1	1
1614	3	2	1	1	1
1615	3	3	2	1	1
1616	3	3	2	2	0
1617	2	3	2	2	1
1618	1	2	1	1	0
1619	1	3	2	1	1
1620	3	2	2	1	1
1621	1	2	2	2	1
1622	2	2	1	2	1
1623	2	1	2	1	1
1624	3	2	1	2	0
1625	1	1	1	1	0
1626	1	1	1	2	0
1627	2	1	1	1	1
1628	3	2	1	1	1
1629	3	3	2	1	1
1630	3	3	2	2	0
1631	2	3	2	2	1
1632	1	2	1	1	0
1633	1	3	2	1	1
1634	3	2	2	1	1
1635	1	2	2	2	1
1636	2	2	1	2	1
1637	2	1	2	1	1
1638	3	2	1	2	0
1639	1	1	1	1	0
1640	1	1	1	2	0
1641	2	1	1	1	1
1642	3	2	1	1	1
1643	3	3	2	1	1
1644	3	3	2	2	0
1645	2	3	2	2	1
1646	1	2	1	1	0
1647	1	3	2	1	1
1648	3	2	2	1	1
1649	1	2	2	2	1
1650	2	2	1	2	1
1651	2	1	2	1	1
1652	3	2	1	2	0
1653	1	1	1	1	0
1654	1	1	1	2	0
1655	2	1	1	1	1
1656	3	2	1	1	1
1657	3	3	2	1	1
1658	3	3	2	2	0
1659	2	3	2	2	1
1660	1	2	1	1	0
1661	1	3	2	1	1
1662	3	2	2	1	1
1663	1	2	2	2	1
1664	2	2	1	2	1
1665	2	1	2	1	1
1666	3	2	1	2	0
1667	1	1	1	1	0
1668	1	1	1	2	0
1669	2	1	1	1	1
1670	3	2	1	1	1
1671	3	3	2	1	1
1672	3	3	2	2	0
1673	2	3	2	2	1
1674	1	2	1	1	0
1675	1	3	2	1	1
1676	3	2	2	1	1
1677	1	2	2	2	1
1678	2	2	1	2	1
1679	2	1	2	1	1
1680	3	2	1	2	0
1681	1	1	1	1	0
1682	1	1	1	2	0
1683	2	1	1	1	1
1684	3	2	1	1	1
1685	3	3	2	1	1
1686	3	3	2	2	0
1687	2	3	2	2	1
1688	1	2	1	1	0
1689	1	3	2	1	1
1690	3	2	2	1	1
1691	1	2	2	2	1
1692	2	2	1	2	1
1693	2	1	2	1	1
1694	3	2	1	2	0
1695	1	1	1	1	0
1696	1	1	1	2	0
1697	2	1	1	1	1
1698	3	2	1	1	1
1699	3	3	2	1	1
1700	3	3	2	2	0
1701	2	3	2	2	1
1702	1	2	1	1	0
1703	1	3	2	1	1
1704	3	2	2	1	1
1705	1	2	2	2	1
1706	2	2	1	2	1
1707	2	1	2	1	1
1708	3	2	1	2	0
1709	1	1	1	1	0
1710	1	1	1	2	0
1711	2	1	1	1	1
1712	3	2	1	1	1
1713	3	3	2	1	1
1714	3	3	2	2	0
1715	2	3	2	2	1
1716	1	2	1	1	0
1717	1	3	2	1	1
1718	3	2	2	1	1
1719	1	2	2	2	1
1720	2	2	1	2	1
1721	2	1	2	1	1
1722	3	2	1	2	0
1723	1	1	1	1	0
1724	1	1	1	2	0
1725	2	1	1	1	1
1726	3	2	1	1	1
1727	3	3	2	1	1
1728	3	3	2	2	0
1729	2	3	2	2	1
1730	1	2	1	1	0
1731	1	3	2	1	1
1732	3	2	2	1	1
1733	1	2	2	2	1
1734	2	2	1	2	1
1735	2	1	2	1	1
1736	3	2	1	2	0
1737	1	1	1	1	0
1738	1	1	1	2	0
1739	2	1	1	1	1
1740	3	2	1	1	1
1741	3	3	2	1	1
1742	3	3	2	2	0
1743	2	3	2	2	1
1744	1	2	1	1	0
1745	1	3	2	1	1
1746	3	2	2	1	1
1747	1	2	2	2	1
1748	2	2	1	2	1
1749	2	1	2	1	1
1750	3	2	1	2	0
1751	1	1	1	1	0
1752	1	1	1	2	0
1753	2	1	1	1	1
1754	3	2	1	1	1
1755	3	3	2	1	1
1756	3	3	2	2	0
1757	2	3	2	2	1
1758	1	2	1	1	0
1759	1	3	2	1	1
1760	3	2	2	1	1
1761	1	2	2	2	1
1762	2	2	1	2	1
1763	2	1	2	1	1
1764	3	2	1	2	0
1765	1	1	1	1	0
1766	1	1	1	2	0
1767	2	1	1	1	1
1768	3	2	1	1	1
1769	3	3	2	1	1
1770	3	3	2	2	0
1771	2	3	2	2	1
1772	1	2	1	1	0
1773	1	3	2	1	1
1774	3	2	2	1	1
1775	1	2	2	2	1
1776	2	2	1	2	1
1777	2	1	2	1	1
1778	3	2	1	2	0
1779	1	1	1	1	0
1780	1	1	1	2	0
1781	2	1	1	1	1
1782	3	2	1	1	1
1783	3	3	2	1	1
1784	3	3	2	2	0
1785	2	3	2	2	1
1786	1	2	1	1	0
1787	1	3	2	1	1
1788	3	2	2	1	1
1789	1	2	2	2	1
1790	2	2	1	2	1
1791	2	1	2	1	1
1792	3	2	1	2	0
1793	1	1	1	1	0
1794	1	1	1	2	0
1795	2	1	1	1	1
1796	3	2	1	1	1
1797	3	3	2	1	1
1798	3	3	2	2	0
1799	2	3	2	2	1
1800	1	2	1	1	0
1801	1	3	2	1	1
1802	3	2	2	1	1
1803	1	2	2	2	1
1804	2	2	1	2	1
1805	2	1	2	1	1
1806	3	2	1	2	0
1807	1	1	1	1	0
1808	1	1	1	2	0
1809	2	1	1	1	1
1810	3	2	1	1	1
1811	3	3	2	1	1
1812	3	3	2	2	0
1813	2	3	2	2	1
1814	1	2	1	1	0
1815	1	3	2	1	1
1816	3	2	2	1	1
1817	1	2	2	2	1
1818	2	2	1	2	1
1819	2	1	2	1	1
1820	3	2	1	2	0
1821	1	1	1	1	0
1822	1	1	1	2	0
1823	2	1	1	1	1
1824	3	2	1	1	1
1825	3	3	2	1	1
1826	3	3	2	2	0
1827	2	3	2	2	1
1828	1	2	1	1	0
1829	1	3	2	1	1
1830	3	2	2	1	1
1831	1	2	2	2	1
1832	2	2	1	2	1
1833	2	1	2	1	1
1834	3	2	1	2	0
1835	1	1	1	1	0
1836	1	1	1	2	0
1837	2	1	1	1	1
1838	3	2	1	1	1
1839	3	3	2	1	1
1840	3	3	2	2	0
1841	2	3	2	2	1
1842	1	2	1	1	0
1843	1	3	2	1	1
1844	3	2	2	1	1
1845	1	2	2	2	1
1846	2	2	1	2	1
1847	2	1	2	1	1
1848	3	2	1	2	0
1849	1	1	1	1	0
1850	1	1	1	2	0
1851	2	1	1	1	1
1852	3	2	1	1	1
1853	3	3	2	1	1
1854	3	3	2	2	0
1855	2	3	2	2	1
1856	1	2	1	1	0
1857	1	3	2	1	1
1858	3	2	2	1	1
1859	1	2	2	2	1
1860	2	2	1	2	1
1861	2	1	2	1	1
1862	3	2	1	2	0
1863	1	1	1	1	0
1864	1	1	1	2	0
1865	2	1	1	1	1
1866	3	2	1	1	1
1867	3	3	2	1	1
1868	3	3	2	2	0
1869	2	3	2	2	1
1870	1	2	1	1	0
1871	1	3	2	1	1
1872	3	2	2	1	1
1873	1	2	2	2	1
1874	2	2	1	2	1
1875	2	1	2	1	1
1876	3	2	1	2	0
1877	1	1	1	1	0
1878	1	1	1	2	0
1879	2	1	1	1	1
1880	3	2	1	1	1
1881	3	3	2	1	1
1882	3	3	2	2	0
1883	2	3	2	2	1
1884	1	2	1	1	0
1885	1	3	2	1	1
1886	3	2	2	1	1
1887	1	2	2	2	1
1888	2	2	1	2	1
1889	2	1	2	1	1
1890	3	2	1	2	0
1891	1	1	1	1	0
1892	1	1	1	2	0
1893	2	1	1	1	1
1894	3	2	1	1	1
1895	3	3	2	1	1
1896	3	3	2	2	0
1897	2	3	2	2	1
1898	1	2	1	1	0
1899	1	3	2	1	1
1900	3	2	2	1	1
1901	1	2	2	2	1
1902	2	2	1	2	1
1903	2	1	2	1	1
1904	3	2	1	2	0
1905	1	1	1	1	0
1906	1	1	1	2	0
1907	2	1	1	1	1
1908	3	2	1	1	1
1909	3	3	2	1	1
1910	3	3	2	2	0
1911	2	3	2	2	1
1912	1	2	1	1	0
1913	1	3	2	1	1
1914	3	2	2	1	1
1915	1	2	2	2	1
1916	2	2	1	2	1
1917	2	1	2	1	1
1918	3	2	1	2	0
1919	1	1	1	1	0
1920	1	1	1	2	0
1921	2	1	1	1	1
1922	3	2	1	1	1
1923	3	3	2	1	1
1924	3	3	2	2	0
1925	2	3	2	2	1
1926	1	2	1	1	0
1927	1	3	2	1	1
1928	3	2	2	1	1
1929	1	2	2	2	1
1930	2	2	1	2	1
1931	2	1	2	1	1
1932	3	2	1	2	0
1933	1	1	1	1	0
1934	1	1	1	2	0
1935	2	1	1	1	1
1936	3	2	1	1	1
1937	3	3	2	1	1
1938	3	3	2	2	0
1939	2	3	2	2	1
1940	1	2	1	1	0
1941	1	3	2	1	1
1942	3	2	2	1	1
1943	1	2	2	2	1
1944	2	2	1	2	1
1945	2	1	2	1	1
1946	3	2	1	2	0
1947	1	1	1	1	0
1948	1	1	1	2	0
1949	2	1	1	1	1
1950	3	2	1	1	1
1951	3	3	2	1	1
1952	3	3	2	2	0
1953	2	3	2	2	1
1954	1	2	1	1	0
1955	1	3	2	1	1
1956	3	2	2	1	1
1957	1	2	2	2	1
1958	2	2	1	2	1
1959	2	1	2	1	1
1960	3	2	1	2	0
1961	1	1	1	1	0
1962	1	1	1	2	0
1963	2	1	1	1	1
1964	3	2	1	1	1
1965	3	3	2	1	1
1966	3	3	2	2	0
1967	2	3	2	2	1
1968	1	2	1	1	0
1969	1	3	2	1	1
1970	3	2	2	1	1
1971	1	2	2	2	1
1972	2	2	1	2	1
1973	2	1	2	1	1
1974	3	2	1	2	0
1975	1	1	1	1	0
1976	1	1	1	2	0
1977	2	1	1	1	1
1978	3	2	1	1	1
1979	3	3	2	1	1
1980	3	3	2	2	0
1981	2	3	2	2	1
1982	1	2	1	1	0
1983	1	3	2	1	1
1984	3	2	2	1	1
1985	1	2	2	2	1
1986	2	2	1	2	1
1987	2	1	2	1	1
1988	3	2	1	2	0
1989	1	1	1	1	0
1990	1	1	1	2	0
1991	2	1	1	1	1
1992	3	2	1	1	1
1993	3	3	2	1	1
1994	3	3	2	2	0
1995	2	3	2	2	1
1996	1	2	1	1	0
1997	1	3	2	1	1
1998	3	2	2	1	1
1999	1	2	2	2	1
2000	2	2	1	2	1
2001	2	1	2	1	1
2002	3	2	1	2	0
2003	1	1	1	1	0
2004	1	1	1	2	0
2005	2	1	1	1	1
2006	3	2	1	1	1
2007	3	3	2	1	1
2008	3	3	2	2	0
2009	2	3	2	2	1
2010	1	2	1	1	0
2011	1	3	2	1	1
2012	3	2	2	1	1
2013	1	2	2	2	1
2014	2	2	1	2	1
2015	2	1	2	1	1
2016	3	2	1	2	0
2017	1	1	1	1	0
2018	1	1	1	2	0
2019	2	1	1	1	1
2020	3	2	1	1	1
2021	3	3	2	1	1
2022	3	3	2	2	0
2023	2	3	2	2	1
2024	1	2	1	1	0
2025	1	3	2	1	1
2026	3	2	2	1	1
2027	1	2	2	2	1
2028	2	2	1	2	1
2029	2	1	2	1	1
2030	3	2	1	2	0
2031	1	1	1	1	0
2032	1	1	1	2	0
2033	2	1	1	1	1
2034	3	2	1	1	1
2035	3	3	2	1	1
2036	3	3	2	2	0
2037	2	3	2	2	1
2038	1	2	1	1	0
2039	1	3	2	1	1
2040	3	2	2	1	1
2041	1	2	2	2	1
2042	2	2	1	2	1
2043	2	1	2	1	1
2044	3	2	1	2	0
2045	1	1	1	1	0
2046	1	1	1	2	0
2047	2	1	1	1	1
2048	3	2	1	1	1
2049	3	3	2	1	1
2050	3	3	2	2	0
2051	2	3	2	2	1
2052	1	2	1	1	0
2053	1	3	2	1	1
2054	3	2	2	1	1
2055	1	2	2	2	1
2056	2	2	1	2	1
2057	2	1	2	1	1
2058	3	2	1	2	0
2059	1	1	1	1	0
2060	1	1	1	2	0
2061	2	1	1	1	1
2062	3	2	1	1	1
2063	3	3	2	1	1
2064	3	3	2	2	0
2065	2	3	2	2	1
2066	1	2	1	1	0
2067	1	3	2	1	1
2068	3	2	2	1	1
2069	1	2	2	2	1
2070	2	2	1	2	1
2071	2	1	2	1	1
2072	3	2	1	2	0
2073	1	1	1	1	0
2074	1	1	1	2	0
2075	2	1	1	1	1
2076	3	2	1	1	1
2077	3	3	2	1	1
2078	3	3	2	2	0
2079	2	3	2	2	1
2080	1	2	1	1	0
2081	1	3	2	1	1
2082	3	2	2	1	1
2083	1	2	2	2	1
2084	2	2	1	2	1
2085	2	1	2	1	1
2086	3	2	1	2	0
2087	1	1	1	1	0
2088	1	1	1	2	0
2089	2	1	1	1	1
2090	3	2	1	1	1
2091	3	3	2	1	1
2092	3	3	2	2	0
2093	2	3	2	2	1
2094	1	2	1	1	0
2095	1	3	2	1	1
2096	3	2	2	1	1
2097	1	2	2	2	1
2098	2	2	1	2	1
2099	2	1	2	1	1
2100	3	2	1	2	0
2101	1	1	1	1	0
2102	1	1	1	2	0
2103	2	1	1	1	1
2104	3	2	1	1	1
2105	3	3	2	1	1
2106	3	3	2	2	0
2107	2	3	2	2	1
2108	1	2	1	1	0
2109	1	3	2	1	1
2110	3	2	2	1	1
2111	1	2	2	2	1
2112	2	2	1	2	1
2113	2	1	2	1	1
2114	3	2	1	2	0
2115	1	1	1	1	0
2116	1	1	1	2	0
2117	2	1	1	1	1
2118	3	2	1	1	1
2119	3	3	2	1	1
2120	3	3	2	2	0
2121	2	3	2	2	1
2122	1	2	1	1	0
2123	1	3	2	1	1
2124	3	2	2	1	1
2125	1	2	2	2	1
2126	2	2	1	2	1
2127	2	1	2	1	1
2128	3	2	1	2	0
2129	1	1	1	1	0
2130	1	1	1	2	0
2131	2	1	1	1	1
2132	3	2	1	1	1
2133	3	3	2	1	1
2134	3	3	2	2	0
2135	2	3	2	2	1
2136	1	2	1	1	0
2137	1	3	2	1	1
2138	3	2	2	1	1
2139	1	2	2	2	1
2140	2	2	1	2	1
2141	2	1	2	1	1
2142	3	2	1	2	0
2143	1	1	1	1	0
2144	1	1	1	2	0
2145	2	1	1	1	1
2146	3	2	1	1	1
2147	3	3	2	1	1
2148	3	3	2	2	0
2149	2	3	2	2	1
2150	1	2	1	1	0
2151	1	3	2	1	1
2152	3	2	2	1	1
2153	1	2	2	2	1
2154	2	2	1	2	1
2155	2	1	2	1	1
2156	3	2	1	2	0
2157	1	1	1	1	0
2158	1	1	1	2	0
2159	2	1	1	1	1
2160	3	2	1	1	1
2161	3	3	2	1	1
2162	3	3	2	2	0
2163	2	3	2	2	1
2164	1	2	1	1	0
2165	1	3	2	1	1
2166	3	2	2	1	1
2167	1	2	2	2	1
2168	2	2	1	2	1
2169	2	1	2	1	1
2170	3	2	1	2	0
2171	1	1	1	1	0
2172	1	1	1	2	0
2173	2	1	1	1	1
2174	3	2	1	1	1
2175	3	3	2	1	1
2176	3	3	2	2	0
2177	2	3	2	2	1
2178	1	2	1	1	0
2179	1	3	2	1	1
2180	3	2	2	1	1
2181	1	2	2	2	1
2182	2	2	1	2	1
2183	2	1	2	1	1
2184	3	2	1	2	0
2185	1	1	1	1	0
2186	1	1	1	2	0
2187	2	1	1	1	1
2188	3	2	1	1	1
2189	3	3	2	1	1
2190	3	3	2	2	0
2191	2	3	2	2	1
2192	1	2	1	1	0
2193	1	3	2	1	1
2194	3	2	2	1	1
2195	1	2	2	2	1
2196	2	2	1	2	1
2197	2	1	2	1	1
2198	3	2	1	2	0
2199	1	1	1	1	0
2200	1	1	1	2	0
2201	2	1	1	1	1
2202	3	2	1	1	1
2203	3	3	2	1	1
2204	3	3	2	2	0
2205	2	3	2	2	1
2206	1	2	1	1	0
2207	1	3	2	1	1
2208	3	2	2	1	1
2209	1	2	2	2	1
2210	2	2	1	2	1
2211	2	1	2	1	1
2212	3	2	1	2	0
2213	1	1	1	1	0
2214	1	1	1	2	0
2215	2	1	1	1	1
2216	3	2	1	1	1
2217	3	3	2	1	1
2218	3	3	2	2	0
2219	2	3	2	2	1
2220	1	2	1	1	0
